A0_EV	A1_EV	A2_EV	DBCO	Stroke	T_EV
Gm15991	0.00275313551544815	23	0.00157620614035088	0.00739942528735632	0.00884178842415501	0.00595397377575595
Gm22018	0	0	0	0	0	0
Sh2d4a	0.00084123585194249	3	0.00150767543859649	0.000862068965517241	0.000501661754561987	0.00147176879850147
Gm45739	0	0	0	7.18390804597701e-05	6.27077193202483e-05	0
Gm19170	0	0	0	7.18390804597701e-05	0.000188123157960745	0
Csgalnact1	0.0159834811869073	185	0.015625	0.0887931034482759	0.124223991973412	0.0747257158148247
1700125H03Rik	0.000152951973080453	2	0.000274122807017544	0.000646551724137931	0.000250830877280993	0.000133797163500134
Gm15656	0	0	0	7.18390804597701e-05	0.000313538596601242	6.68985817500669e-05
Gm15654	0	0	6.8530701754386e-05	0	0	0
Gm24781	0	0	0	0	0	0
Rps13-ps1	0.00466503517895381	117	0.0078125	0.0125718390804598	0.00608264877406409	0.00642226384800642
Gm18602	0	0	0	0	0	0
Gm5118	0	0	0	0	0	0.000133797163500134
Gm27246	0	0	0	0	0	0.000133797163500134
Gm10637	0	0	0	0.00021551724137931	0	6.68985817500669e-05
Gm27169	0	0	0	0	0	6.68985817500669e-05
Gm27207	0	0	0	0	0	0
Gm27208	0	0	0	0	0	0
4930535O05Rik	0	0	0	0	0	0
Gm19872	0	0	0	0	0	0
Gm2694	0.0069593147751606	94	0.00541392543859649	0.00581896551724138	0.00608264877406409	0.00555258228525555
Cbln1	0.000535331905781585	4	0.000205592105263158	0.00244252873563218	0.00175581614096695	0.00227455177950227
Gm27016	0	0	0	0	0	0
1700120C18Rik	0	0	0	0	0	6.68985817500669e-05
4933402J07Rik	0.000382379932701132	4	0.000205592105263158	0	6.27077193202483e-05	6.68985817500669e-05
7SK.177	0	0	0	0	0	0
Ints10	0.0400734169470786	601	0.0335800438596491	0.115948275862069	0.124725653727974	0.115065560610115
Gm15549	0.000305903946160905	5	0.000274122807017544	0.00251436781609195	0.00257101649213018	0.0014048702167514
Zfp423	0.00650045885591924	109	0.00973135964912281	0.0329022988505747	0.0344265379068163	0.0277629114262778
Gm2716	0	0	0	0	0	0
Gm53040	0	0	6.8530701754386e-05	7.18390804597701e-05	6.27077193202483e-05	0.000133797163500134
Cnep1r1	0.0619455490975834	793	0.0496847587719298	0.182471264367816	0.18423527936289	0.181228257960931
Lpl	0.362725604160294	2503	0.168585526315789	1.44102011494253	0.727096005518279	0.836700561948087
Gm45780	0	0	0	0	0	0
Gm33103	0.000305903946160905	9	6.8530701754386e-05	0.000718390804597701	0.00075249263184298	0.000602087235750602
Slc18a1	0.000152951973080453	2	0.00034265350877193	0.00150862068965517	0.00100332350912397	0.00194005887075194
Gm15716	0	0	0	7.18390804597701e-05	6.27077193202483e-05	6.68985817500669e-05
Heatr3	0.0417558886509636	459	0.0323464912280702	0.123706896551724	0.12384774565749	0.148514851485149
Gm9988	0	0	0	0	6.27077193202483e-05	0
Mir7071	0	0	0	0	0	0
9430002A10Rik	0.000382379932701132	9	0.000411184210526316	0.00150862068965517	0.00175581614096695	0.00240834894300241
Atp6v1b2	0.174059345365555	2402	0.166324013157895	0.572198275862069	0.505361510001881	0.567233074658817
Lzts1	0.00390027531355154	51	0.00376918859649123	0.030316091954023	0.0264626575531448	0.0200695745250201
Zfp930	0.0123126338329764	164	0.00993695175438596	0.0470545977011494	0.0448360193139776	0.0474979930425475
Gm33178	0	0	0	0.00014367816091954	6.27077193202483e-05	6.68985817500669e-05
Gm7684	0	2	0	0	0	0
D130040H23Rik	0.0131538696849189	176	0.00959429824561404	0.0798850574712644	0.0997052737191948	0.069039336366069
Gm7688	0	0	6.8530701754386e-05	0	6.27077193202483e-05	0.000133797163500134
Gm10033	0.0702049556439278	864	0.0608552631578947	0.152586206896552	0.160469053740515	0.14035322451164
Tent4b	0.0295197308045274	357	0.0300164473684211	0.189798850574713	0.18944002006647	0.17989028632593
Zfp868	0.0306668706026308	533	0.0304961622807018	0.109698275862069	0.101335674421521	0.100548568370351
Zfp964	0.00412970327317222	43	0.00349506578947368	0.0147270114942529	0.0157396375493823	0.0131121220230131
Zfp869	0.0868002447231569	1104	0.07421875	0.300862068965517	0.296168558349533	0.296895905806797
Zfp963	0.00497093912511471	68	0.00301535087719298	0.0183908045977011	0.0213833322882047	0.0214075461600214
Gm20422	0.000229427959620679	0	6.8530701754386e-05	0	0	0
Zfp866	0.0122361578464362	176	0.0103481359649123	0.0783045977011494	0.0711105537091616	0.0763312817768263
Atp13a1	0.0518507188742735	699	0.0497532894736842	0.242313218390805	0.214899354110491	0.255686379448756
Gmip	0.0799938819210768	1064	0.0756578947368421	0.42183908045977	0.34351288643632	0.412095263580412
Lpar2	0.000994187825022943	15	0.00102796052631579	0.00625	0.00464037122969838	0.00695745250200696
Adcy7	0.0972774548791679	1711	0.0917626096491228	0.525646551724138	0.394368846805042	0.49016590848274
Pbx4	0.0109360660752524	193	0.0108963815789474	0.0211206896551724	0.018686900357434	0.0185309071447685
Cilp2	0.000764759865402264	3	0.00034265350877193	0.00179597701149425	0.00200664701824795	0.00689055392025689
Brd7	0.22285102477822	2812	0.208538925438596	0.366810344827586	0.320311030287828	0.371688520203372
Gm45497	0	0	0	0	0	0
Yjefn3	0.0123126338329764	169	0.0101425438596491	0.0110632183908046	0.0130432056186117	0.0147176879850147
Ndufa13	2.52875497093913	42337	2.4453125	1.5989224137931	1.35442402959804	1.54268129515654
Tssk6	0.00237075558274702	39	0.00130208333333333	0.00165229885057471	0.000940615789803725	0.00321113192400321
Nkd1	0.0653869684918935	730	0.0662691885964912	0.0726293103448276	0.105223553019377	0.156944072785657
Gm45496	0.000535331905781585	8	0.00137061403508772	0.0048132183908046	0.00464037122969838	0.0088975113727589
Snx20	0.24648210461915	3637	0.231907894736842	0.516163793103448	0.432056186116511	0.575260904468825
Gatad2a	0.0825940654634445	1030	0.0918996710526316	0.301867816091954	0.234526870257729	0.347002943537597
Gm7730	0.0126950137656776	201	0.0141858552631579	0.0107758620689655	0.00984511193327899	0.0141824993310142
Nod2	0.00221780360966656	36	0.00370065789473684	0.00933908045977012	0.00997052737191948	0.011974846133262
Mau2	0.0654634444784338	937	0.0727110745614035	0.43742816091954	0.384210196275161	0.492908750334493
Sugp1	0.0212603242581829	309	0.0197368421052632	0.144827586206897	0.120963190568759	0.153933636606904
Tm6sf2	0.00130009177118385	17	0.00171326754385965	0.00308908045977011	0.00225747789552894	0.00361252341450361
Hapln4	0.000152951973080453	1	0.00034265350877193	0.00021551724137931	0.00075249263184298	0.000802782981000803
Ncan	0.0266136433159988	282	0.0230263157894737	0.325502873563218	0.402081896281432	0.226050307733476
Mir7066	0	0	0	0	0	0
Gm25906	0	0	0	0	0	0
Rfxank	0.0422912205567452	641	0.0357730263157895	0.08125	0.084592713363015	0.0964677548835965
Nr2c2ap	0.13528602018966	1851	0.0925164473684211	0.141666666666667	0.129554148115633	0.146909285523147
Borcs8	0.146298562251453	2809	0.148506030701754	0.124568965517241	0.0961309337179407	0.123561680492374
Cyld	0.104542673600489	1414	0.109443530701754	0.372270114942529	0.326205555903932	0.371287128712871
Gm17995	0	0	0	7.18390804597701e-05	0	6.68985817500669e-05
Gm17910	0	0	0	0.000359195402298851	0.000564369473882235	0.000133797163500134
Rps6-ps2	7.64759865402264e-05	0	6.8530701754386e-05	7.18390804597701e-05	0.000188123157960745	0.000200695745250201
Gm45504	0	0	0	0	0	0
Mir8110	0	0	0	7.18390804597701e-05	0	0
Sall1	0.121979198531661	1338	0.0953262061403509	1.08412356321839	1.08954662318931	0.912563553652663
Gm6625	7.64759865402264e-05	0	6.8530701754386e-05	0	6.27077193202483e-05	0
Gm5356	7.64759865402264e-05	4	0.000137061403508772	0.00021551724137931	0.000125415438640497	6.68985817500669e-05
Gm26331	0	0	0	0	0	0
Gm24212	0	0	0	0	0	0
Tox3	0.0236310798409299	284	0.0235060307017544	0.141594827586207	0.16912271900671	0.0996119882258496
Gm45639	0	0	0	0.00021551724137931	6.27077193202483e-05	0.000133797163500134
Gm45638	0	3	0	0.00014367816091954	0.000188123157960745	0
Gm35850	0.000305903946160905	4	0.000205592105263158	0.000933908045977011	0.00106603122844422	0.0012041744715012
Gm35963	7.64759865402264e-05	0	0	7.18390804597701e-05	6.27077193202483e-05	0.000200695745250201
ENSMUSG00002075128	7.64759865402264e-05	0	0	0	6.27077193202483e-05	0
Gm19935	0.0879473845212603	2509	0.192091557017544	0.141522988505747	0.0675989214272277	0.0862322718758362
Mef2b	0.00122361578464362	46	0.000411184210526316	0.00366379310344828	0.00244560105348968	0.00555258228525555
Ank1	0.00252370755582747	28	0.00233004385964912	0.00603448275862069	0.00445224807173763	0.00548568370350549
ENSMUSG00002075072	0	0	0	0	0	0
Gm15815	0	0	0	0.00021551724137931	0.000188123157960745	0
Gm15816	0.000229427959620679	2	0	0.00294540229885057	0.00395058631717564	0.00147176879850147
Mir486	0	0	0	0	0	0
Mir3107	0	0	0	0	0	0
Nkx6-3	0.000382379932701132	2	0	0	0.000125415438640497	6.68985817500669e-05
Gpat4	0.0417558886509636	525	0.036938048245614	0.195977011494253	0.173449551639807	0.227789670858978
B230112G18Rik	0.000764759865402264	9	0.000616776315789474	0.00158045977011494	0.000940615789803725	0.000668985817500669
Gins4	0.0962067910676048	1247	0.0851151315789474	0.127011494252874	0.124349407412052	0.163968423869414
Tmem161a	0.0340318140104007	461	0.0324835526315789	0.149784482758621	0.150623941807236	0.176812951565427
Golga7	0.185377791373509	2339	0.155770285087719	0.456465517241379	0.5150184987772	0.648514851485149
Gm45412	0.000535331905781585	22	0.000616776315789474	0.000933908045977011	0.000877908070483477	0.00113727588975114
Gm24335	0	0	0	0	0	0
Sfrp1	0.0116243499541144	211	0.0206277412280702	0.0602729885057471	0.0600739951087979	0.0640888413165641
Slc25a42	0.00466503517895381	70	0.00548245614035088	0.0417385057471264	0.0549319621245375	0.0434171795557934
Armc6	0.00833588253288467	86	0.00746984649122807	0.0320402298850575	0.0354925691352605	0.0405405405405405
Zmat4	0.000535331905781585	1	0.000411184210526316	0.000862068965517241	0.00075249263184298	0.000802782981000803
Gm45165	0	0	0	7.18390804597701e-05	0	0
Gm45166	0	0	0	0	0	0
A730045E13Rik	0	0	6.8530701754386e-05	0	0	0
Gm45163	7.64759865402264e-05	0	0.000205592105263158	0.000431034482758621	0	0.000133797163500134
Gm45164	0	0	6.8530701754386e-05	0	0	0
Gm30692	0	1	0	0	0	0
Gm26714	0.00864178647904558	121	0.00719572368421053	0.0311063218390805	0.0195648084279175	0.0226117206315226
Tcim	0.0878709085347201	1027	0.0884046052631579	0.171264367816092	0.165548379005456	0.0918517527428419
Gm44620	0.000458855919241358	2	0	0.00193965517241379	0.00156769298300621	0.000735884399250736
9130214F15Rik	0.000229427959620679	1	0.00034265350877193	0.0033764367816092	0.00244560105348968	0.00247524752475248
Sugp2	0.0317375344141939	429	0.0272752192982456	0.123132183908046	0.117388850567505	0.121822317366872
Ido2	0.000152951973080453	5	0.000274122807017544	0.000790229885057471	0.000250830877280993	0.000735884399250736
Gm44634	0	0	0	0	0	0
Gm7346	0	0	0	0	0	0
ENSMUSG00002076432	0	0	0	0	0	0
Gm18210	0	0	6.8530701754386e-05	0	0	0
Ido1	0	2	0	0.00014367816091954	0.000313538596601242	0.000735884399250736
Insr	0.0458091159375956	525	0.0456414473684211	0.227155172413793	0.257352480090299	0.210931228257961
Chd9	0.22621596818599	3142	0.198190789473684	0.907686781609195	0.910766915407287	0.76003478726251
Vmn2r-ps88	0	0	0	0	0	0
Gm16180	0	0	0	0	0	0
Gm45641	0	0	6.8530701754386e-05	0.00014367816091954	0.000125415438640497	6.68985817500669e-05
Gm45640	0.0358672376873662	412	0.0385827850877193	0.21558908045977	0.20699818147614	0.220564624029971
Gm45643	0.00229427959620679	20	0.00239857456140351	0.0201867816091954	0.0198156393051985	0.0194674872892695
Gm6658	0.00183542367696543	30	0.00150767543859649	0.00711206896551724	0.00645889508998558	0.00628846668450629
Gm45363	0	1	0.000137061403508772	0.000574712643678161	0.000940615789803725	0.000735884399250736
Gm22428	0	0	0	0	0	0
Adam18	0.000305903946160905	7	0.000205592105263158	0.000933908045977011	0.00137956982504546	0.00153866738025154
Rbl2	0.0669164882226981	915	0.0540021929824561	0.217241379310345	0.204740703580611	0.211934706984212
Arhgef18	0.0249311716121138	323	0.0235060307017544	0.16573275862069	0.14886812566627	0.166042279903666
Pex11g	0.020954420312022	340	0.0165844298245614	0.0296695402298851	0.0314165673794444	0.0325796093122826
Gm44775	0.00137656775772407	34	0.00219298245614035	0.0135057471264368	0.0119771743901674	0.0173936312550174
Adam3	0.00573569899051698	57	0.00452302631578947	0.0111350574712644	0.00953157333667774	0.00709124966550709
Gm26208	0	0	0	0	0	0
Gm45528	0.000229427959620679	0	0.000205592105263158	0.000431034482758621	0.00100332350912397	0.000200695745250201
Tex45	0	0	0	0.00014367816091954	6.27077193202483e-05	0.000133797163500134
Aktip	0.0657693484245947	798	0.0537280701754386	0.198060344827586	0.201417194456638	0.22999732405673
Gm45464	0.00214132762312634	23	0.00191885964912281	0.0207614942528736	0.0207562550950022	0.0206716617607707
Gm45665	0	0	0	7.18390804597701e-05	0.000188123157960745	6.68985817500669e-05
Gm8489	0	0	0	0	0	6.68985817500669e-05
Gm45666	0	0	0	0	0	0
7SK.178	0	0	0	0	0	0
Gm36243	0	0	0	0	0	0
Rpgrip1l	0.0196543285408382	302	0.0270696271929825	0.059051724137931	0.0484103593152317	0.0485683703505486
Gm45662	0.000305903946160905	9	0.000616776315789474	0.00438218390804598	0.00332350912397316	0.00367942199625368
Gm45428	0.000535331905781585	5	0.000616776315789474	0.00201149425287356	0.00244560105348968	0.00187316028900187
Adam5	0.000688283878862037	28	0.00150767543859649	0.00201149425287356	0.000250830877280993	0.00147176879850147
Fto	0.0501682471703885	562	0.0443393640350877	0.351364942528736	0.341129993102151	0.401993577736152
Gm45427	0	0	0	0	0	0
4831440D22Rik	0	0	0.000137061403508772	0.00244252873563218	0.00401329403649589	0.000535188654000535
Gm45292	0.00267665952890792	35	0.00328947368421053	0.0310344827586207	0.0293472126418762	0.0356569440727857
Gm45289	0.00359437136739064	38	0.00411184210526316	0.0136494252873563	0.0102840659685207	0.0131121220230131
Gm45290	0	0	0	0	0.000313538596601242	0.000200695745250201
Gm45294	0.000382379932701132	2	6.8530701754386e-05	0.00229885057471264	0.00232018561484919	0.00173936312550174
Gm3235	0	1	0	0.000574712643678161	0.000627077193202483	0.000401391490500401
Gm45293	0.000535331905781585	5	0.000411184210526316	0.00804597701149425	0.00802658807299179	0.00776023548300776
Gm45295	0	0	0	7.18390804597701e-05	0.000627077193202483	0.000334492908750335
Gm9619	0.000305903946160905	6	0.000274122807017544	0.000862068965517241	0.000438954035241738	0.000602087235750602
Gm2875	0	0	0	0	0	0
Gm36325	7.64759865402264e-05	1	6.8530701754386e-05	0.00014367816091954	0	6.68985817500669e-05
Gm36380	7.64759865402264e-05	0	0	0	0	0
Irx3	0.00535331905781585	75	0.00664747807017544	0.0136494252873563	0.00834012666959303	0.0097002943537597
Irx3os	0.000229427959620679	7	6.8530701754386e-05	0.000646551724137931	0.000689784912522732	0.000468290072250468
Gm28511	0	0	0	0	0	0
Gm28515	0	0	0	0	6.27077193202483e-05	6.68985817500669e-05
Gm36670	0	0	6.8530701754386e-05	7.18390804597701e-05	6.27077193202483e-05	0.000200695745250201
Gm36843	0	0	0	0	0	0
Gm28516	0.000152951973080453	0	0	7.18390804597701e-05	0.000125415438640497	6.68985817500669e-05
Gm24254	0	0	0	0	0	0
Gm45332	0	0	0	0	0	0
Gm45335	0	0	0	0	0	0
Gm45334	0	0	0	0	0	0
Crnde	0.0120067298868155	187	0.00973135964912281	0.0173850574712644	0.0144854831629774	0.0199357773615199
Gm21817	0	0	0	0.000502873563218391	0.000313538596601242	0.000535188654000535
Adam32	0.000382379932701132	9	0.000548245614035088	0.0014367816091954	0.00125415438640497	0.00274284185175274
U6.92	0	0	0	0	0	0
Irx5	0.00596512695013766	121	0.00740131578947368	0.0229885057471264	0.0129177901799712	0.0147176879850147
Gm45336	0	0	0	0.00014367816091954	6.27077193202483e-05	0
Irx6	7.64759865402264e-05	5	0.000205592105263158	0	0.000125415438640497	0.000401391490500401
Gm45505	0	0	0	0	0	0
Gapdh-ps16	0	1	0	0	6.27077193202483e-05	0
Mmp2	0.0143010094830223	253	0.0165844298245614	0.0987787356321839	0.0749357245876967	0.117942199625368
Gm45472	0.00191189966350566	19	0.00137061403508772	0.00179597701149425	0.0016931084216467	0.00160556596200161
Adam9	0.0359437136739064	438	0.036938048245614	0.171479885057471	0.162036746723522	0.16952100615467
Tm2d2	0.580835117773019	8776	0.479509320175439	0.497988505747126	0.49482661315608	0.585897778967086
Lpcat2	0.471015601101254	6232	0.465254934210526	2.31882183908046	2.27854768922054	2.26331281776826
Capns2	0.00130009177118385	32	0.00143914473684211	0.0160201149425287	0.017432745971029	0.0147845865667648
ENSMUSG00002076561	0	0	0	0	0	0
Htra4	0.000688283878862037	4	0.000479714912280702	0.00452586206896552	0.00300997052737192	0.00682365533850682
Gm16933	0.000764759865402264	8	0.000616776315789474	0.000790229885057471	0.000877908070483477	0.00107037730800107
Slc6a2	0	0	6.8530701754386e-05	0.00014367816091954	0.000188123157960745	6.68985817500669e-05
Gm45463	0	0	0	7.18390804597701e-05	0	6.68985817500669e-05
Ces1a	7.64759865402264e-05	1	6.8530701754386e-05	0	6.27077193202483e-05	0
Ces1b	0	0	0	0	0	0
Plekha2	0.0577393698378709	865	0.0572231359649123	0.273994252873563	0.220166802533392	0.277428418517527
5830408C22Rik	0.0221780360966656	538	0.0295367324561404	0.0355603448275862	0.0237662256223741	0.0341182766925341
Gm45745	0.00198837565004589	69	0.00137061403508772	0.00531609195402299	0.00696055684454756	0.00388011774150388
Ces1c	0	0	0	0	0	0
Gm45910	0	0	0	0	0	0
Ces1d	0.00175894769042521	35	0.00212445175438597	0.00488505747126437	0.00238289333416944	0.00260904468825261
Gm45909	0	0	0	0	0	6.68985817500669e-05
Ces1e	0	0	0	0	6.27077193202483e-05	6.68985817500669e-05
Gm45727	0	0	0	0	0	0
Ces1f	0	0	0	7.18390804597701e-05	6.27077193202483e-05	0
Ces1g	0	1	0	0.00021551724137931	0	0.000200695745250201
Tacc1	0.523860507800551	6483	0.449698464912281	1.28872126436782	1.17000062707719	1.30927214343056
Mir8108	0	0	0	0	0	0
5430421F17Rik	7.64759865402264e-05	3	6.8530701754386e-05	0.00014367816091954	0.000188123157960745	6.68985817500669e-05
Ces1h	0	1	0	0	0	0
Gm39147	0	0	0	7.18390804597701e-05	0	0.000133797163500134
Gm45765	0	0	0	0	0	0
Gm30978	0	0	0	7.18390804597701e-05	0.000125415438640497	6.68985817500669e-05
Gm45764	0	0	0	0	0	0
Gm30132	0	0	0	0	0	0
Gm45766	0	0	0	0	0	0
Gm53022	0	0	0	0	0	0
Ces5a	0.000458855919241358	7	0.000205592105263158	0.00258620689655172	0.00382517087853515	0.00187316028900187
Gm45708	0.000229427959620679	1	0	0.00172413793103448	0.0037624631592149	0.0014048702167514
Gm26843	0.00107066381156317	10	0.000548245614035088	0.0165229885057471	0.0247695491314981	0.0167246454375167
Gm30606	7.64759865402264e-05	1	0.000137061403508772	0.00502873563218391	0.00783846491503104	0.00401391490500401
Gm45786	0.000152951973080453	0	6.8530701754386e-05	0.00747126436781609	0.0124788361447294	0.00628846668450629
4930488L21Rik	0.00275313551544815	21	0.00164473684210526	0.0295258620689655	0.0417633410672854	0.0203371688520203
Gnao1	0.143774854695626	1451	0.0974506578947368	1.12974137931034	1.55715808616041	1.23367674605298
ENSMUSG00002075108	0	0	0	0	0	0
Amfr	0.091541755888651	1103	0.0949150219298246	0.590373563218391	0.577412679500847	0.581616269735082
Nudt21	0.132609360660753	1962	0.114514802631579	0.296048850574713	0.271712547814636	0.285723842654536
Ogfod1	0.0156011012542062	226	0.0133634868421053	0.0658045977011494	0.0665955979181037	0.0609446079743109
Gm45873	0.000764759865402264	6	0.000822368421052632	0.0114942528735632	0.0102840659685207	0.0133128177682633
Bbs2	0.0095594983175283	163	0.0113075657894737	0.0660919540229885	0.0692920298488744	0.0653599143698154
Mt4	0	0	0	0	0	0
Mt3	2.29496788008565	40357	2.57874177631579	2.99762931034483	2.92575406032483	2.51117206315226
Gm45774	0.0011471397981034	21	0.00102796052631579	0.00150862068965517	0.00326080140465291	0.00167246454375167
Mt2	0.407540532272866	6469	0.422354714912281	0.863218390804598	0.922242428042892	0.71012844527696
Mt1	5.30123891098195	86630	4.45483826754386	5.74568965517241	5.9135887627767	5.25247524752475
Gm39228	0.00206485163658611	29	0.00123355263157895	0.00222701149425287	0.00232018561484919	0.00247524752475248
Nup93	0.0137656775772407	191	0.0142543859649123	0.0755028735632184	0.0649651972157773	0.0743912229060744
Rpl10-ps5	0	0	0	0	0	0
Gm45804	0	1	6.8530701754386e-05	0.00366379310344828	0.00326080140465291	0.00207385603425207
C78859	0.00198837565004589	9	0.00068530701754386	0.00718390804597701	0.00834012666959303	0.00769333690125769
Mir138-2	0	0	0	0	0	0
Slc12a3	0.00344141939431019	51	0.00233004385964912	0.00502873563218391	0.00432683263309713	0.00381321915975381
Gm15889	0.00520036708473539	61	0.00219298245614035	0.00876436781609195	0.00827741895027278	0.00762643831950763
Gm15890	0.000764759865402264	11	0.00068530701754386	0.00129310344827586	0.00125415438640497	0.000735884399250736
Herpud1	0.50321199143469	7218	0.460457785087719	1.12068965517241	1.03969398632972	1.33429221300508
Ap3s1-ps2	0.000152951973080453	0	0.000137061403508772	0.00014367816091954	0.000250830877280993	6.68985817500669e-05
9330175E14Rik	0.00229427959620679	56	0.00424890350877193	0.0138649425287356	0.00670972596726657	0.0155204709660155
Nlrc5	0.0288314469256653	418	0.0474232456140351	0.112787356321839	0.0621433498463661	0.142159486218892
Cd209b	0.00152951973080453	11	0.000274122807017544	0	0.000313538596601242	0
Mir7072	0	0	0	0	0	0
Cd209c	0	7	0	0.000431034482758621	0.000627077193202483	0.000200695745250201
Gm7389	7.64759865402264e-05	2	0	0	6.27077193202483e-05	0
Gm45048	0	0	0	0	0	0
Gm7397	0	0	0	0	0	0
Gm45049	0	1	0	7.18390804597701e-05	0	0
Gm7407	7.64759865402264e-05	1	6.8530701754386e-05	7.18390804597701e-05	6.27077193202483e-05	0.000267594327000268
Gm16589	0	0	0	7.18390804597701e-05	0	6.68985817500669e-05
Cd209f	0.0139951055368614	232	0.00842927631578947	0.000359195402298851	0.000125415438640497	0.00113727588975114
7SK.179	0	0	0	0	0	0
Cd209g	0.00351789538085041	76	0.00308388157894737	0.00014367816091954	0.000125415438640497	0.000468290072250468
4932443L11Rik	0.000229427959620679	2	0.000137061403508772	0.000790229885057471	0.000564369473882235	0.000200695745250201
Cpne2	0.070281431630468	1198	0.0855948464912281	0.157471264367816	0.159340314792751	0.151324591918651
Evi5l	0.0295197308045274	343	0.0239172149122807	0.0895833333333333	0.0962563491565812	0.118009098207118
Prr36	0.00244723156928724	36	0.00301535087719298	0.033117816091954	0.0334859221170126	0.0224110248862724
Psme3ip1	0.109590088712144	1515	0.103344298245614	0.213649425287356	0.197529315858782	0.233542948889484
Lrrc8e	0.000152951973080453	5	0.00034265350877193	0.000718390804597701	0.00100332350912397	0.00086968156275087
Rspry1	0.054374426430101	698	0.052563048245614	0.254956896551724	0.245375305700132	0.26010168584426
Gm45797	0.00504741511165494	62	0.00431743421052632	0.0262212643678161	0.0220104094814072	0.0293684773882794
Arl2bp	0.14186295503212	1854	0.12719298245614	0.36882183908046	0.357120461528814	0.474979930425475
Capn9	0.0011471397981034	9	0.000616776315789474	0.00237068965517241	0.00213206245688844	0.00220765319775221
2310022B05Rik	0.0687519118996635	860	0.0609237938596491	0.387068965517241	0.460023828933342	0.373762376237624
Pllp	0.336035484857755	4247	0.214295504385965	0.557830459770115	0.708409105160845	1.36560074926412
Gm45767	0.00214132762312634	26	0.000890899122807017	0.0102011494252874	0.0130432056186117	0.0111720631522612
7SK.180	0	0	0	0	0.000125415438640497	0.000401391490500401
Ccl22	0.00856531049250535	245	0.00678453947368421	0.0135775862068966	0.00984511193327899	0.0531174739095531
Gnb1-ps3	7.64759865402264e-05	0	6.8530701754386e-05	7.18390804597701e-05	0	0
Cx3cl1	0.0143774854695626	178	0.0128837719298246	0.0219827586206897	0.0220104094814072	0.031040941932031
Ccl17	0.0107066381156317	968	0.0120614035087719	0.00244252873563218	0.000564369473882235	0.0115734546427616
Ciapin1	0.0805292138268584	1172	0.0730537280701754	0.173994252873563	0.160970715495077	0.187449826063687
Gm7418	7.64759865402264e-05	4	0.000137061403508772	0.00014367816091954	0	0.000334492908750335
Coq9	0.0274548791679413	387	0.0258360745614035	0.130100574712644	0.128237286009908	0.14985282312015
Polr2c	0.396910370143775	6354	0.36156798245614	0.270114942528736	0.252712108860601	0.317166176077067
Ttc13	0.0230192719486081	327	0.0197368421052632	0.14698275862069	0.133442026713488	0.150923200428151
Arv1	0.0152951973080453	279	0.0140487938596491	0.0329741379310345	0.0312911519408039	0.0345865667647846
Fam89a	0.0227898439889875	319	0.0195997807017544	0.0280172413793103	0.0274032733429485	0.0302381589510302
Gm9172	0	0	0	0	0	0
Gm45856	0.000152951973080453	0	6.8530701754386e-05	0.00028735632183908	0.00100332350912397	0.000735884399250736
Hgsnat	0.035484857754665	465	0.0339226973684211	0.13764367816092	0.127986455132627	0.161560074926412
Pomk	0.00902416641174671	105	0.00774396929824561	0.0352729885057471	0.0383144165046717	0.0457586299170458
Map2k7	0.038849801162435	479	0.0364583333333333	0.194755747126437	0.173449551639807	0.196681830345197
Dok4	0.00772407464056286	89	0.00836074561403509	0.0117816091954023	0.0163667147425848	0.0171260369280171
Gm49320	0	0	0	0	0	0
Trim67	0.00183542367696543	30	0.00205592105263158	0.0374281609195402	0.0393177400137957	0.0223441263045223
Gm16163	0.000305903946160905	4	0.000616776315789474	0.000574712643678161	0.00119144666708472	0.000468290072250468
Tgfbr3l	0.000229427959620679	16	0.000479714912280702	0.0048132183908046	0.0057064024581426	0.00381321915975381
Ccdc102a	0.0111654940348731	170	0.0117872807017544	0.0455459770114943	0.0319809368533266	0.0473641958790474
Fnta	0.103242581829306	1210	0.0961485745614035	0.292744252873563	0.304508685019126	0.425140487021675
2810004N23Rik	0.195319669623738	2764	0.164199561403509	0.213290229885057	0.191697497961999	0.214811345999465
Snapc2	0.0199602324869991	256	0.0172697368421053	0.0836925287356322	0.0741832319558538	0.0922531442333423
Ctxn1	0.0380085653104925	710	0.0467379385964912	0.15316091954023	0.130933717940678	0.141691196146642
Hook3	0.191572346283267	2118	0.174890350877193	0.760344827586207	0.791371417821534	0.752809740433503
Adgrg5	0.00160599571734475	45	0.00253563596491228	0.0156609195402299	0.00790117263435129	0.0153866738025154
Gm45411	0	0	0	0.000790229885057471	0.00075249263184298	6.68985817500669e-05
Gm45413	0.0055062710308963	58	0.00493421052631579	0.046264367816092	0.0445224807173763	0.0546561412898047
Gm10286	7.64759865402264e-05	1	0	7.18390804597701e-05	0.000188123157960745	0
1700047A11Rik	0	0	0	0	0	0
Timm44	0.072958091159376	1016	0.0655838815789474	0.226005747126437	0.193014360067724	0.234211934706984
Gnpat	0.028372591006424	374	0.0253563596491228	0.214152298850575	0.19690223866558	0.206649719025957
Exoc8	0.00650045885591924	80	0.00788103070175439	0.0600574712643678	0.0487866056311532	0.0632191597538132
Sprtn	0.0207249923524013	234	0.0166529605263158	0.089367816091954	0.076754248447984	0.0826866470430827
Gm45709	0	0	6.8530701754386e-05	7.18390804597701e-05	0	0
7SK.181	0	0	0	0	0	0
Egln1	0.0686754359131233	731	0.0659950657894737	0.202370689655172	0.197341192700821	0.204107572919454
