GeneSym	17-002	17-006	17-019	17-023	17-026	17-027	17-030	17-034	17-040	17-041	17-042	17-043	17-045	17-047	17-054	17-055	17-057	17-058	17-060	17-061
HS.549784	22.16175149	23.10286713	22.94328397	19.97328878	19.97328878	20.67764529	20.11221399	20.11221399	23.10286713	20.67764529	21.40684088	22.47111801	23.26356028	22.627417	21.11212657	26.90868529	20.53481436	20.39297004	23.91758798	25.28132198
HS.549805	21.55573723	22.47111801	20.82146969	24.42014734	21.55573723	22.31589866	28.64080227	20.53481436	22.16175149	30.06472797	28.05138308	28.24649588	24.25146506	22.94328397	21.25897303	25.8125363	22.16175149	31.55944654	31.34144952	23.91758798
HS.549810	21.55573723	25.28132198	22.94328397	23.42537114	23.10286713	21.11212657	22.627417	21.70566924	22.00866909	26.53822547	28.8400148	22.47111801	23.75237713	27.6651914	21.11212657	22.78480313	24.25146506	20.96629446	21.40684088	25.10669113
HS.549823	41.93258892	22.78480313	34.05984584	26.90868529	33.35890435	32.44670335	24.7610399	21.55573723	21.25897303	37.27147477	22.94328397	25.10669113	27.47409397	21.70566924	28.64080227	38.05462768	27.6651914	22.00866909	28.64080227	19.15965927
HS.549914	21.85664411	20.2521055	21.40684088	27.6651914	23.91758798	22.16175149	20.96629446	26.53822547	23.26356028	22.47111801	28.4429658	22.78480313	22.94328397	24.5900029	29.85705573	26.35491255	23.91758798	23.26356028	27.28431654	30.48441594
HS.549963	19.42711815	19.69831061	20.53481436	19.97328878	22.47111801	19.42711815	19.15965927	19.15965927	20.82146969	19.69831061	19.29292524	20.96629446	19.29292524	23.42537114	20.53481436	22.94328397	20.82146969	20.96629446	23.75237713	21.70566924
HS.549966	20.2521055	21.11212657	27.6651914	25.45716748	22.78480313	25.45716748	22.627417	20.53481436	25.28132198	22.00866909	40.22442798	19.97328878	20.53481436	24.08394796	21.70566924	22.00866909	26.17286587	21.11212657	19.8353232	21.11212657
HS.549989	23.10286713	30.2738447	74.54294953	47.83517596	29.04061297	34.7755156	27.09585	77.7084726	106.1529019	64.4451552	38.58585049	51.62507259	50.56264396	58.08122594	69.5510312	56.88593159	54.94818793	58.48521281	42.22425314	76.10925536
HS.550042	22.627417	22.47111801	28.05138308	26.90868529	36.25228433	21.70566924	23.58830748	22.47111801	31.34144952	21.25897303	27.09585	32.44670335	23.10286713	22.78480313	24.42014734	30.06472797	19.97328878	30.06472797	23.58830748	25.28132198
HS.550068	23.42537114	23.75237713	22.31589866	20.39297004	22.47111801	25.28132198	22.16175149	25.8125363	32.89964245	23.58830748	24.5900029	21.85664411	22.78480313	26.90868529	22.627417	22.16175149	20.67764529	33.59093388	20.82146969	21.40684088
HS.550095	20.96629446	21.40684088	21.25897303	28.24649588	21.40684088	19.97328878	23.75237713	23.91758798	23.91758798	20.67764529	20.11221399	19.69831061	22.47111801	26.17286587	22.00866909	21.40684088	21.55573723	24.25146506	27.6651914	23.75237713
HS.550111	32.89964245	36.00187151	21.85664411	24.93326655	28.8400148	21.40684088	21.70566924	29.04061297	24.25146506	34.53530357	24.42014734	27.6651914	25.63423608	25.10669113	43.11147446	25.45716748	22.31589866	27.09585	24.93326655	19.97328878
HS.550118	26.17286587	22.47111801	23.91758798	23.26356028	20.11221399	25.63423608	23.58830748	25.99207668	24.93326655	23.91758798	25.10669113	22.627417	20.67764529	22.627417	26.90868529	23.58830748	22.94328397	23.91758798	23.91758798	22.31589866
HS.550126	21.25897303	41.06962872	23.10286713	24.08394796	20.96629446	21.55573723	22.94328397	31.55944654	21.70566924	20.39297004	23.10286713	22.47111801	24.42014734	22.627417	25.10669113	21.55573723	20.39297004	20.82146969	28.4429658	22.78480313
HS.550139	39.12448889	48.50293013	46.20573426	37.79176517	79.3412928	50.56264396	30.90996253	44.01733818	36.50443891	32.2225776	37.27147477	48.84029469	35.75318842	45.56960626	33.8245773	44.32350298	47.83517596	59.30163596	56.88593159	52.34573175
HS.550193	29.85705573	74.02804377	35.75318842	35.50622311	24.08394796	19.69831061	40.50421101	44.32350298	42.81368175	30.69645182	37.53071838	26.90868529	25.8125363	25.45716748	24.25146506	23.26356028	28.05138308	38.58585049	38.58585049	26.90868529
HS.550210	21.11212657	19.8353232	19.69831061	26.17286587	22.627417	20.11221399	19.56224444	24.42014734	20.82146969	22.47111801	21.85664411	20.39297004	24.25146506	22.94328397	23.26356028	24.7610399	22.94328397	20.82146969	20.11221399	21.40684088
HS.550218	22.78480313	36.00187151	24.5900029	21.11212657	26.53822547	20.96629446	21.70566924	22.31589866	21.40684088	19.69831061	21.11212657	26.53822547	22.78480313	27.47409397	21.40684088	21.85664411	22.627417	28.8400148	23.26356028	24.93326655
HS.550248	24.93326655	23.10286713	22.00866909	21.25897303	24.25146506	23.91758798	23.42537114	21.70566924	24.5900029	23.42537114	28.8400148	22.78480313	22.31589866	22.94328397	24.7610399	29.24260641	27.85761803	28.64080227	21.85664411	23.42537114
HS.550254	26.35491255	22.47111801	27.28431654	21.85664411	21.70566924	22.00866909	21.85664411	19.69831061	22.47111801	20.2521055	20.39297004	23.91758798	24.93326655	24.42014734	20.96629446	23.91758798	27.28431654	26.90868529	22.31589866	25.8125363
HS.550275	24.42014734	25.8125363	20.82146969	21.70566924	28.4429658	22.31589866	20.96629446	19.97328878	21.70566924	22.78480313	20.82146969	22.47111801	27.28431654	21.11212657	19.56224444	21.25897303	29.24260641	25.10669113	28.8400148	22.00866909
HS.550282	23.91758798	51.26847217	21.55573723	31.55944654	60.96883187	29.24260641	22.16175149	28.64080227	32	26.35491255	23.91758798	30.69645182	39.39662123	23.42537114	35.50622311	34.05984584	41.35529058	45.56960626	26.90868529	25.8125363
HS.550285	21.70566924	22.78480313	22.31589866	21.11212657	36.75834736	22.00866909	29.44600482	24.93326655	22.00866909	20.82146969	25.99207668	23.58830748	22.00866909	21.70566924	22.627417	24.42014734	22.00866909	28.64080227	37.79176517	27.09585
HS.550287	40.78594007	22.16175149	25.45716748	25.28132198	28.05138308	26.17286587	20.39297004	21.11212657	27.28431654	31.55944654	27.28431654	26.53822547	22.16175149	21.11212657	22.47111801	26.35491255	28.8400148	22.78480313	30.2738447	24.5900029
HS.550307	27.28431654	39.94657756	24.93326655	20.96629446	23.10286713	33.59093388	21.25897303	24.5900029	28.05138308	30.48441594	28.64080227	23.91758798	29.65081798	20.96629446	33.8245773	30.48441594	25.8125363	29.44600482	24.25146506	32.89964245
HS.550310	29.44600482	27.28431654	21.70566924	24.08394796	26.72281342	25.45716748	28.4429658	19.97328878	29.44600482	24.93326655	40.78594007	24.42014734	44.32350298	22.94328397	30.06472797	27.09585	24.25146506	23.91758798	29.04061297	25.8125363
HS.550320	20.39297004	20.67764529	25.28132198	41.35529058	25.8125363	22.00866909	23.75237713	21.40684088	25.28132198	25.99207668	19.56224444	26.17286587	28.24649588	26.35491255	30.06472797	22.16175149	24.7610399	20.82146969	29.24260641	21.85664411
HS.550371	23.26356028	24.93326655	22.00866909	23.26356028	26.53822547	22.47111801	25.63423608	20.11221399	21.55573723	21.70566924	22.94328397	21.40684088	21.11212657	21.25897303	23.75237713	22.47111801	23.91758798	21.11212657	21.40684088	20.82146969
HS.550382	25.28132198	22.78480313	23.91758798	29.44600482	23.58830748	23.42537114	24.42014734	25.8125363	23.42537114	25.28132198	26.17286587	24.08394796	22.31589866	33.12847756	24.7610399	22.47111801	23.10286713	24.08394796	25.28132198	26.72281342
HS.55047	24.08394796	20.96629446	21.11212657	21.40684088	22.627417	27.28431654	21.85664411	19.8353232	20.39297004	24.25146506	26.90868529	29.44600482	20.39297004	23.58830748	28.24649588	22.94328397	23.75237713	21.11212657	20.96629446	19.42711815
HS.550619	24.93326655	22.00866909	22.78480313	24.5900029	21.70566924	30.06472797	23.26356028	22.94328397	22.16175149	22.627417	20.11221399	25.10669113	22.627417	25.45716748	22.00866909	20.96629446	23.91758798	25.10669113	21.85664411	23.91758798
HS.550799	25.10669113	23.26356028	26.35491255	21.40684088	22.78480313	21.25897303	24.42014734	21.70566924	21.85664411	24.42014734	22.16175149	22.627417	21.40684088	22.47111801	22.47111801	34.05984584	24.08394796	23.75237713	27.09585	27.6651914
HS.550822	23.75237713	22.94328397	21.25897303	23.58830748	21.25897303	23.75237713	23.75237713	28.4429658	28.05138308	28.8400148	27.85761803	26.53822547	24.42014734	21.55573723	25.99207668	21.55573723	22.78480313	23.26356028	28.4429658	26.17286587
HS.550888	24.7610399	23.10286713	21.85664411	22.94328397	21.55573723	25.99207668	22.627417	24.42014734	22.627417	29.65081798	24.25146506	23.26356028	20.2521055	22.94328397	22.94328397	20.2521055	22.16175149	24.7610399	37.53071838	23.42537114
HS.550960	27.85761803	22.94328397	22.78480313	28.4429658	39.6706464	22.47111801	22.78480313	25.99207668	25.8125363	26.90868529	21.25897303	22.31589866	25.45716748	29.85705573	22.78480313	22.78480313	28.64080227	28.8400148	24.7610399	25.28132198
HS.551002	27.47409397	23.42537114	24.42014734	31.34144952	23.26356028	28.4429658	27.6651914	20.82146969	21.11212657	24.93326655	25.10669113	24.7610399	23.10286713	22.16175149	22.16175149	22.31589866	25.99207668	26.17286587	28.24649588	21.25897303
HS.551024	19.8353232	21.85664411	21.25897303	23.10286713	26.90868529	19.97328878	21.11212657	18.89588258	20.11221399	22.627417	19.29292524	22.16175149	20.2521055	21.70566924	20.2521055	22.78480313	21.40684088	22.31589866	23.91758798	21.40684088
HS.551042	21.85664411	22.627417	22.47111801	28.64080227	23.75237713	20.39297004	25.28132198	23.75237713	21.70566924	21.11212657	25.28132198	21.40684088	21.70566924	22.627417	24.93326655	21.55573723	26.17286587	20.82146969	27.85761803	22.627417
HS.551062	23.91758798	22.16175149	21.25897303	22.78480313	21.70566924	26.53822547	21.25897303	21.40684088	26.72281342	23.10286713	20.67764529	23.75237713	20.67764529	24.7610399	23.10286713	22.78480313	22.47111801	20.39297004	19.56224444	24.42014734
HS.551074	23.91758798	23.75237713	25.63423608	22.78480313	31.34144952	21.11212657	22.78480313	21.55573723	23.42537114	21.55573723	34.7755156	22.47111801	25.99207668	25.8125363	35.50622311	30.48441594	21.70566924	32.44670335	35.26096371	27.85761803
HS.551115	24.25146506	28.8400148	24.25146506	23.10286713	30.2738447	26.72281342	28.8400148	22.47111801	25.8125363	27.09585	21.55573723	27.09585	24.08394796	23.91758798	23.10286713	23.75237713	21.70566924	24.42014734	24.08394796	21.70566924
HS.551126	28.24649588	26.72281342	20.96629446	44.01733818	70.03479688	37.53071838	24.25146506	25.28132198	21.11212657	26.90868529	20.53481436	22.31589866	21.40684088	24.42014734	22.627417	23.10286713	25.10669113	20.82146969	20.39297004	21.25897303
HS.551128	21.85664411	19.69831061	23.91758798	37.79176517	29.65081798	21.40684088	29.85705573	24.93326655	24.42014734	22.47111801	21.25897303	23.58830748	24.7610399	25.28132198	24.08394796	30.06472797	25.10669113	39.12448889	24.7610399	28.4429658
HS.551136	20.82146969	23.58830748	23.10286713	23.58830748	20.82146969	20.82146969	22.16175149	31.34144952	21.40684088	22.78480313	27.28431654	24.93326655	22.31589866	21.70566924	22.00866909	23.58830748	24.93326655	24.93326655	24.93326655	24.5900029
HS.551137	22.16175149	24.5900029	30.90996253	21.25897303	28.8400148	23.10286713	21.11212657	30.69645182	23.26356028	26.72281342	24.25146506	30.90996253	26.35491255	27.09585	36.00187151	22.00866909	24.25146506	30.48441594	24.5900029	26.35491255
HS.551138	25.45716748	33.35890435	22.47111801	25.45716748	21.11212657	23.91758798	19.69831061	19.97328878	27.47409397	24.08394796	30.2738447	23.26356028	24.5900029	24.42014734	30.06472797	23.58830748	22.627417	20.96629446	22.94328397	22.94328397
HS.551143	29.44600482	32.67238802	31.34144952	21.85664411	25.99207668	59.30163596	32.2225776	36.75834736	37.79176517	34.05984584	21.55573723	38.58585049	36.25228433	55.71523605	46.20573426	27.09585	47.17661495	43.71328822	51.62507259	44.32350298
HS.551145	21.11212657	22.47111801	20.2521055	21.25897303	23.26356028	25.45716748	23.10286713	20.96629446	21.70566924	23.26356028	24.42014734	25.8125363	20.67764529	24.7610399	21.40684088	25.99207668	26.17286587	20.53481436	26.53822547	20.11221399
HS.551155	29.65081798	21.25897303	19.56224444	28.24649588	20.11221399	22.47111801	23.58830748	21.55573723	22.31589866	24.42014734	24.42014734	21.55573723	21.11212657	19.15965927	22.78480313	22.16175149	23.91758798	25.8125363	20.82146969	23.75237713
HS.551244	22.627417	20.11221399	19.15965927	20.53481436	20.39297004	21.70566924	20.53481436	20.53481436	21.85664411	19.8353232	20.67764529	22.00866909	20.11221399	22.627417	19.69831061	20.39297004	19.42711815	20.67764529	20.53481436	21.40684088
HS.551249	20.39297004	44.63179732	22.627417	23.10286713	23.42537114	28.24649588	33.12847756	21.25897303	22.31589866	22.78480313	22.78480313	23.58830748	27.09585	25.8125363	26.53822547	23.10286713	23.10286713	22.47111801	25.63423608	23.26356028
HS.551253	24.93326655	22.627417	26.35491255	53.07645093	38.05462768	27.47409397	27.47409397	23.26356028	25.28132198	29.24260641	28.64080227	32.89964245	21.70566924	30.2738447	37.53071838	20.96629446	20.2521055	31.77895985	23.26356028	27.85761803
HS.551307	22.627417	30.48441594	32.67238802	22.31589866	26.17286587	20.11221399	23.42537114	21.11212657	21.70566924	21.25897303	27.28431654	23.10286713	24.7610399	24.7610399	23.58830748	21.55573723	23.26356028	22.94328397	29.65081798	24.93326655
HS.551324	20.82146969	22.94328397	26.53822547	25.99207668	20.11221399	23.26356028	25.45716748	27.6651914	22.16175149	23.10286713	22.94328397	24.7610399	22.47111801	23.58830748	21.85664411	24.42014734	20.39297004	21.11212657	21.40684088	23.26356028
HS.551330	29.65081798	23.42537114	25.10669113	24.42014734	24.93326655	25.99207668	23.91758798	24.25146506	26.17286587	22.47111801	24.42014734	23.26356028	22.627417	24.25146506	29.24260641	26.35491255	31.34144952	39.39662123	24.5900029	33.8245773
HS.551340	23.42537114	22.78480313	25.10669113	32.44670335	33.8245773	25.63423608	26.53822547	26.17286587	24.7610399	27.09585	23.26356028	25.8125363	23.91758798	22.94328397	23.75237713	30.48441594	22.16175149	52.70982511	38.31931855	21.55573723
HS.551358	33.8245773	38.8542363	22.627417	22.94328397	23.58830748	29.04061297	24.5900029	23.10286713	25.99207668	23.91758798	31.34144952	26.53822547	30.06472797	26.17286587	23.91758798	24.5900029	27.6651914	32.89964245	26.17286587	30.48441594
HS.551361	32.44670335	38.31931855	25.63423608	22.31589866	24.93326655	23.91758798	21.85664411	21.85664411	23.75237713	27.47409397	27.47409397	33.12847756	27.85761803	22.31589866	25.99207668	29.85705573	29.24260641	24.42014734	24.7610399	35.01739844
HS.551438	21.55573723	22.31589866	25.10669113	20.96629446	28.8400148	23.58830748	22.47111801	25.45716748	22.78480313	26.53822547	23.75237713	27.85761803	19.29292524	23.75237713	22.47111801	27.85761803	21.55573723	20.2521055	22.627417	30.69645182
HS.551458	22.16175149	29.44600482	24.42014734	23.75237713	22.31589866	24.93326655	21.70566924	24.42014734	23.10286713	22.47111801	22.94328397	22.94328397	25.10669113	25.28132198	23.10286713	27.47409397	24.5900029	24.93326655	22.16175149	23.58830748
HS.551538	57.68002961	38.05462768	32.89964245	24.7610399	44.63179732	30.69645182	27.28431654	32.2225776	55.71523605	32.2225776	27.47409397	33.12847756	32.67238802	29.24260641	49.8665331	36.75834736	29.44600482	39.6706464	34.2967508	27.09585
HS.551750	20.82146969	22.47111801	24.5900029	30.90996253	23.91758798	21.70566924	22.31589866	23.75237713	22.627417	20.82146969	24.7610399	28.64080227	21.40684088	22.94328397	25.8125363	22.00866909	22.31589866	25.45716748	23.91758798	25.99207668
HS.551755	27.09585	21.85664411	22.31589866	24.08394796	33.35890435	21.40684088	25.28132198	24.08394796	23.58830748	24.42014734	31.12495832	24.93326655	33.35890435	26.35491255	25.8125363	27.09585	25.99207668	27.47409397	31.34144952	27.28431654
HS.551803	23.26356028	24.08394796	20.67764529	35.26096371	31.34144952	24.7610399	20.82146969	27.47409397	22.47111801	22.627417	29.24260641	23.58830748	19.56224444	23.75237713	24.42014734	29.44600482	29.44600482	20.39297004	21.70566924	23.10286713
HS.551815	21.25897303	20.53481436	21.25897303	22.47111801	37.27147477	35.01739844	27.28431654	21.25897303	25.8125363	39.39662123	31.77895985	35.01739844	39.6706464	27.47409397	27.09585	30.48441594	27.6651914	25.63423608	25.45716748	26.17286587
HS.551832	26.35491255	29.04061297	22.16175149	22.94328397	27.6651914	24.08394796	28.4429658	36.25228433	28.8400148	20.96629446	24.08394796	24.25146506	26.53822547	24.42014734	21.70566924	26.17286587	24.42014734	23.91758798	22.94328397	20.53481436
HS.551847	19.8353232	20.82146969	26.17286587	21.70566924	24.5900029	23.75237713	21.55573723	23.42537114	24.08394796	20.11221399	22.47111801	23.26356028	19.69831061	20.2521055	26.72281342	24.25146506	21.25897303	21.55573723	25.63423608	21.70566924
HS.551898	35.26096371	27.28431654	27.28431654	24.7610399	44.01733818	23.75237713	22.78480313	23.26356028	26.35491255	23.42537114	21.70566924	23.42537114	24.42014734	22.78480313	23.58830748	27.6651914	23.26356028	24.7610399	25.28132198	33.59093388
HS.551942	20.2521055	21.85664411	21.55573723	22.16175149	22.94328397	22.16175149	27.47409397	31.12495832	23.42537114	23.10286713	23.42537114	21.55573723	20.67764529	20.11221399	20.96629446	28.64080227	27.28431654	28.05138308	29.44600482	20.39297004
HS.551957	30.69645182	42.81368175	40.22442798	47.50475426	35.26096371	36.75834736	24.5900029	28.05138308	31.12495832	31.34144952	36.25228433	26.72281342	27.6651914	37.53071838	29.85705573	23.42537114	24.25146506	34.7755156	31.12495832	32
HS.552008	21.55573723	23.58830748	24.5900029	33.35890435	25.45716748	29.65081798	21.70566924	24.08394796	25.10669113	29.04061297	24.5900029	29.24260641	22.627417	32.2225776	28.4429658	25.28132198	23.75237713	22.627417	24.93326655	33.12847756
HS.552025	31.55944654	40.50421101	34.7755156	30.69645182	26.35491255	32	31.77895985	39.12448889	47.17661495	33.8245773	31.34144952	29.24260641	31.55944654	37.53071838	41.93258892	38.31931855	27.6651914	51.98415337	47.50475426	29.24260641
HS.552045	25.28132198	35.75318842	20.96629446	22.31589866	21.85664411	21.70566924	25.63423608	21.40684088	24.7610399	21.85664411	21.70566924	23.91758798	19.42711815	21.25897303	23.58830748	20.53481436	22.31589866	24.42014734	32.89964245	25.8125363
HS.552082	59.30163596	35.50622311	71.01244621	76.6386371	38.8542363	54.19169999	66.25695513	41.35529058	30.48441594	34.7755156	23.26356028	42.81368175	32.89964245	39.12448889	32.67238802	38.8542363	44.32350298	35.75318842	26.53822547	33.35890435
HS.552087	25.99207668	21.55573723	25.99207668	23.58830748	24.5900029	21.70566924	22.16175149	23.91758798	21.70566924	28.64080227	24.7610399	22.78480313	23.26356028	29.04061297	22.94328397	20.11221399	21.85664411	23.75237713	23.91758798	25.45716748
HS.552155	21.70566924	23.10286713	25.63423608	24.25146506	22.627417	22.627417	19.15965927	23.10286713	21.40684088	22.78480313	20.2521055	24.42014734	22.627417	21.25897303	20.2521055	22.16175149	23.10286713	21.85664411	23.58830748	20.2521055
HS.552160	24.5900029	23.58830748	23.26356028	22.94328397	26.90868529	22.94328397	31.77895985	21.55573723	31.12495832	21.70566924	22.627417	25.10669113	24.93326655	21.25897303	21.85664411	22.78480313	24.5900029	21.40684088	24.5900029	22.47111801
HS.552183	25.28132198	24.42014734	21.85664411	19.56224444	29.44600482	21.25897303	22.16175149	21.55573723	25.63423608	23.58830748	23.58830748	21.40684088	25.63423608	19.97328878	23.26356028	25.28132198	24.93326655	24.08394796	32.2225776	23.10286713
HS.552203	26.35491255	20.82146969	20.11221399	23.10286713	33.12847756	27.09585	24.93326655	21.25897303	22.627417	24.42014734	21.40684088	25.45716748	21.11212657	22.00866909	24.08394796	20.39297004	22.16175149	22.627417	20.39297004	23.91758798
HS.552207	24.08394796	19.29292524	28.4429658	20.39297004	22.94328397	24.5900029	21.11212657	25.10669113	23.42537114	20.11221399	21.25897303	21.11212657	21.70566924	31.34144952	22.31589866	19.56224444	22.94328397	22.16175149	33.8245773	20.2521055
HS.552263	29.24260641	23.75237713	24.93326655	20.11221399	24.08394796	21.25897303	32.2225776	23.42537114	24.08394796	24.42014734	23.58830748	27.6651914	25.63423608	25.63423608	27.28431654	25.8125363	23.10286713	27.09585	28.24649588	24.5900029
HS.552282	34.53530357	30.69645182	21.25897303	32	29.44600482	24.08394796	25.99207668	20.67764529	19.69831061	24.42014734	21.40684088	25.10669113	21.11212657	23.10286713	25.10669113	24.42014734	22.627417	48.84029469	22.31589866	24.93326655
HS.552297	24.42014734	37.79176517	21.70566924	21.85664411	26.35491255	19.97328878	22.78480313	20.82146969	24.5900029	23.42537114	20.82146969	22.31589866	21.40684088	20.53481436	20.11221399	21.25897303	24.42014734	20.96629446	33.8245773	27.6651914
HS.552320	24.42014734	22.47111801	25.10669113	21.40684088	22.00866909	21.11212657	21.70566924	23.58830748	20.82146969	21.85664411	23.91758798	25.45716748	18.63573738	26.35491255	22.627417	26.17286587	22.78480313	27.6651914	23.42537114	21.11212657
HS.552332	22.00866909	24.5900029	24.08394796	20.67764529	30.48441594	22.31589866	22.00866909	22.78480313	24.42014734	22.78480313	22.47111801	26.35491255	24.25146506	22.627417	22.94328397	24.7610399	28.64080227	32.2225776	22.627417	22.78480313
HS.552336	22.00866909	22.00866909	22.00866909	22.16175149	21.85664411	25.45716748	24.25146506	20.2521055	24.25146506	25.28132198	24.7610399	24.42014734	29.85705573	20.39297004	20.11221399	20.67764529	22.78480313	22.31589866	21.40684088	21.70566924
HS.552354	26.72281342	24.7610399	26.90868529	26.17286587	35.50622311	26.90868529	23.42537114	29.85705573	24.5900029	22.16175149	28.24649588	25.28132198	25.10669113	25.10669113	29.44600482	24.93326655	27.28431654	29.65081798	22.16175149	27.47409397
HS.552357	35.01739844	28.64080227	26.35491255	39.94657756	26.72281342	32.44670335	26.53822547	38.05462768	25.99207668	26.35491255	24.42014734	26.90868529	29.44600482	26.72281342	24.42014734	28.05138308	31.55944654	22.78480313	25.45716748	29.24260641
HS.552423	24.25146506	23.10286713	19.69831061	23.10286713	24.08394796	20.39297004	21.25897303	22.47111801	21.70566924	24.08394796	22.31589866	23.58830748	23.75237713	24.5900029	21.55573723	26.72281342	22.627417	22.78480313	21.11212657	22.31589866
HS.552427	28.8400148	36.25228433	24.5900029	24.5900029	23.75237713	24.08394796	23.10286713	25.28132198	28.64080227	24.93326655	23.91758798	22.16175149	27.47409397	23.58830748	24.25146506	27.47409397	23.10286713	22.16175149	22.31589866	24.25146506
HS.55246	62.24991663	28.24649588	46.85074227	31.55944654	29.85705573	37.27147477	41.06962872	38.8542363	31.55944654	34.7755156	48.50293013	32	35.50622311	41.06962872	44.94223602	31.55944654	32.89964245	48.50293013	34.2967508	34.2967508
HS.552496	24.42014734	36.25228433	27.85761803	25.45716748	31.77895985	26.53822547	25.45716748	25.10669113	22.31589866	22.78480313	23.75237713	21.25897303	19.02731384	20.82146969	24.25146506	23.10286713	27.09585	26.35491255	22.78480313	25.45716748
HS.552561	26.53822547	24.7610399	28.64080227	23.10286713	33.59093388	23.91758798	23.91758798	21.85664411	23.58830748	20.96629446	25.28132198	26.17286587	28.4429658	24.42014734	26.17286587	20.39297004	21.70566924	21.40684088	24.42014734	25.10669113
HS.552684	20.2521055	23.42537114	23.10286713	22.78480313	20.11221399	22.16175149	21.40684088	19.97328878	25.99207668	20.82146969	22.627417	21.11212657	22.00866909	23.91758798	22.47111801	25.28132198	19.69831061	22.00866909	25.45716748	27.28431654
HS.552709	20.67764529	26.17286587	19.56224444	21.55573723	21.25897303	22.31589866	20.39297004	23.58830748	19.97328878	19.97328878	21.40684088	21.25897303	23.75237713	19.97328878	21.55573723	21.40684088	20.82146969	19.8353232	20.2521055	19.56224444
HS.552750	22.16175149	22.627417	22.78480313	23.58830748	27.47409397	22.16175149	27.09585	20.96629446	21.40684088	20.53481436	26.17286587	21.85664411	24.25146506	21.55573723	24.5900029	20.53481436	21.55573723	22.16175149	22.94328397	19.69831061
HS.552799	36.25228433	35.50622311	26.72281342	24.25146506	27.47409397	28.4429658	27.09585	30.48441594	25.63423608	28.05138308	32.67238802	24.42014734	22.78480313	48.16789592	40.78594007	30.48441594	23.26356028	38.05462768	36.00187151	26.72281342
HS.552826	21.70566924	23.42537114	24.93326655	23.91758798	32.67238802	23.10286713	23.58830748	29.65081798	22.16175149	26.90868529	26.17286587	19.42711815	32.89964245	40.50421101	31.12495832	24.08394796	29.24260641	26.35491255	25.28132198	20.53481436
HS.552871	21.70566924	20.2521055	25.45716748	58.89200964	37.53071838	23.42537114	24.42014734	27.47409397	20.11221399	28.64080227	37.79176517	23.75237713	22.31589866	28.4429658	22.78480313	34.2967508	20.67764529	25.45716748	23.42537114	24.93326655
HS.552896	23.10286713	40.22442798	24.42014734	21.85664411	26.35491255	23.58830748	24.7610399	23.58830748	28.05138308	25.45716748	25.45716748	24.42014734	21.70566924	24.7610399	25.28132198	23.75237713	21.40684088	29.85705573	23.10286713	26.90868529
HS.552910	24.42014734	22.47111801	20.96629446	26.90868529	25.8125363	22.00866909	26.53822547	28.05138308	22.627417	22.94328397	21.70566924	20.82146969	25.28132198	22.78480313	23.75237713	23.26356028	26.17286587	32.89964245	21.25897303	31.12495832
HS.552917	25.28132198	24.08394796	29.85705573	24.5900029	35.01739844	35.26096371	47.50475426	24.42014734	30.69645182	22.627417	27.6651914	24.7610399	29.85705573	33.8245773	27.85761803	28.8400148	25.45716748	23.10286713	22.16175149	38.31931855
HS.552934	27.28431654	32.67238802	26.35491255	25.63423608	23.42537114	19.42711815	27.28431654	22.47111801	22.94328397	22.78480313	21.70566924	27.6651914	23.26356028	22.78480313	23.58830748	22.94328397	26.72281342	31.34144952	39.12448889	23.42537114
HS.552957	58.08122594	40.22442798	28.05138308	47.83517596	25.63423608	58.89200964	35.26096371	31.77895985	36.75834736	36.75834736	32.44670335	37.79176517	30.06472797	36.50443891	43.11147446	41.35529058	35.01739844	26.35491255	53.07645093	41.64293937
HS.553019	23.42537114	24.93326655	21.11212657	20.2521055	21.40684088	26.72281342	22.31589866	30.69645182	22.94328397	26.17286587	21.25897303	24.5900029	21.85664411	26.17286587	20.82146969	24.5900029	21.40684088	24.25146506	21.40684088	24.93326655
HS.553068	33.8245773	33.12847756	33.59093388	29.24260641	61.39290364	36.00187151	26.35491255	33.59093388	26.90868529	29.24260641	32.2225776	29.65081798	29.65081798	28.05138308	43.41133848	24.5900029	33.59093388	23.42537114	23.75237713	23.58830748
HS.553070	20.96629446	33.12847756	20.39297004	27.6651914	31.77895985	27.28431654	25.8125363	23.75237713	29.04061297	26.53822547	21.40684088	25.99207668	22.16175149	33.12847756	28.24649588	22.627417	23.26356028	29.65081798	29.04061297	29.04061297
HS.553088	20.39297004	24.25146506	21.40684088	21.55573723	20.82146969	20.2521055	23.10286713	21.25897303	22.47111801	23.58830748	22.00866909	23.26356028	22.16175149	20.67764529	24.25146506	20.82146969	31.34144952	24.7610399	21.85664411	23.10286713
HS.553134	22.47111801	26.35491255	24.5900029	23.91758798	24.7610399	26.17286587	22.94328397	19.69831061	22.31589866	22.627417	24.5900029	24.93326655	20.96629446	21.55573723	20.67764529	20.96629446	22.78480313	21.70566924	25.63423608	23.26356028
HS.553156	32	23.26356028	22.16175149	25.28132198	27.28431654	28.24649588	19.97328878	25.63423608	24.08394796	22.78480313	24.08394796	29.24260641	23.91758798	28.4429658	20.2521055	23.42537114	30.48441594	48.50293013	22.47111801	33.35890435
HS.553158	20.96629446	24.08394796	21.55573723	19.8353232	25.45716748	22.31589866	20.82146969	23.91758798	25.28132198	30.90996253	21.70566924	24.93326655	20.96629446	19.8353232	23.91758798	26.53822547	20.53481436	21.55573723	23.10286713	23.10286713
